"","sampleId","siteId","labSplit","fieldSplit","customerAbbreviation","siteLongitude","siteLatitude","sampleDate","sampleType","sampleMethod","sampleMethodId","habitatName","habitatId","area","mesh","COMID","yr","sampleProp","tot_dens","richness","tot_abund","insect_dens","noninsect_dens","elev_m","elev_band","band_code","ecoCode","ecoName","insect_richness","noninsect_richness"
"1341",148526,23809,0.4375,1,"SLCWPRP",-111.7143854,40.628183,2011-10-19,"Benthic","Kick net",16,"Targeted Riffle","10",1.28,NA,10389616,2011,0.4375,664.285714285714,22,372,650,14.2857142857143,2068,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",19,3
"1342",141621,3607,0.75,1,"UDWQ",-111.6408333,40.58777778,2008-10-19,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10389670,2008,0.75,562.162162162162,18,312,493.693693693694,68.4684684684685,2608,">2600 m",5,"19","Wasatch and Uinta Mountains",15,3
"1343",123836,9203,0.3125,1,"USU-Hawk",-110.95833,39.61981,2003-07-20,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,3908207,2003,0.3125,2159.13978494624,24,502,2150.5376344086,8.60215053763441,1901,"1800-2200 m",3,"20","Colorado Plateaus",23,1
"1344",169040,12234,1,1,"BLM-AIM",-109.478146,39.189068,2018-09-13,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,2521110,2018,1,701.612903225806,16,522,697.58064516129,4.03225806451613,1719,"1400-1800 m",2,"20","Colorado Plateaus",15,1
"1345",123834,9201,0.875,1,"USU-Hawk",-110.66273,39.55442,2003-07-19,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,3908547,2003,0.875,660.522273425499,21,430,419.354838709677,241.167434715822,1673,"1400-1800 m",2,"20","Colorado Plateaus",20,1
"1346",133748,30109,0.0833,1,"USU-Hawk",-111.917,40.5322,2003-09-10,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,500,10389786,2003,0.0833,7890.25287534369,11,489,7406.18828176432,484.064593579367,1322,"<1400 m",1,"13","Central Basin and Range",7,4
"1347",153268,30681,0.5,1,"BLM-AIM",-112.781008,39.280171,2014-08-14,"Benthic","Surber net",26,"Reachwide","8",1.023,NA,1200744,2014,0.5,924.731182795699,21,473,901.270772238514,23.4604105571848,1392,"<1400 m",1,"13","Central Basin and Range",18,3
"1348",123835,9202,0.25,1,"USU-Hawk",-110.68663,39.57206,2003-07-19,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,3908453,2003,0.25,2500,21,465,2489.24731182796,10.752688172043,1674,"1400-1800 m",2,"20","Colorado Plateaus",20,1
"1349",173554,20987,0.0625,1,"BLM-AIM",-113.8746109,37.41789246,2020-07-05,"Benthic","Surber net",26,"Reachwide","8",1.023,NA,4913774,2020,0.0625,4973.60703812317,18,318,1610.94819159335,3362.65884652981,1597,"1400-1800 m",2,"13","Central Basin and Range",11,7
"1350",110609,19226,1,1,"VRRR-01",-111.4237,40.6,1999-08-26,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,280,10373626,1999,1,3602.15053763441,10,335,3602.15053763441,0,1878,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",10,0
"1351",114415,3467,0.0781,1,"UDWQ",-111.5033,40.0269,2000-03-15,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,10350068,2000,0.0781,16133.1626120359,10,378,16133.1626120359,0,1523,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",10,0
"1352",110601,19225,1,1,"VRRR-01",-111.4237,40.5667,1999-08-26,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,280,10373684,1999,1,3344.08602150538,8,311,3344.08602150538,0,1794,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",8,0
"1353",110613,19226,0.5,1,"VRRR-01",-111.4237,40.6,1999-08-26,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,280,10373626,1999,0.5,7741.93548387097,12,360,7741.93548387097,0,1878,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",12,0
"1354",117337,3091,0.125,1,"R04F18A",-110.9192,40.4733,2000-09-08,"Benthic","Kick net",16,"Targeted Riffle","10",0.093,300,11983137,2000,0.125,35698.9247311828,17,415,35698.9247311828,0,2456,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",17,0
"1355",117851,5433,0.125,1,"USFS-R6-Ashl",-109.8428,40.8725,2001-08-17,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,10039568,2001,0.125,4774.1935483871,16,444,4774.1935483871,0,2592,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",16,0
"1356",120259,23358,0.3125,1,"USFS-R6-405",-111.792,37.9076,2001-09-19,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,3277531,2001,0.3125,3807.8853046595,21,332,3807.8853046595,0,2454,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",21,0
"1357",114438,3630,0.4375,1,"UDWQ",-112.5589,38.2786,2000-04-11,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,1215135,2000,0.4375,3207.61904761905,19,421,3207.61904761905,0,1943,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",19,0
"1358",110614,19226,0.25,1,"VRRR-01",-111.4237,40.6,1999-08-26,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,280,10373626,1999,0.25,20086.0215053763,12,467,20086.0215053763,0,1878,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",12,0
"1359",120172,3098,0.75,1,"UDWQ",-110.8525,40.5069,2002-09-25,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,500,11976681,2002,0.75,1946.66666666667,18,438,1937.77777777778,8.88888888888889,2204,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",16,2
"1360",118500,3523,0.125,1,"UDWQ",-111.1681,40.5578,2001-10-16,"Benthic","Hess net",13,"Targeted Riffle","10",0.279,500,10373692,2001,0.125,13734.7670250896,17,479,13734.7670250896,0,2130,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",17,0
"1361",126231,3086,0.25,1,"R04F18A",-111.224444,40.294167,2004-09-15,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,500,11964759,2004,0.25,5075.2688172043,19,354,5060.93189964158,14.336917562724,2378,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",18,1
"1362",141608,3492,1,1,"UDWQ",-111.201861,39.935278,2008-10-28,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10350584,2008,1,818.918918918919,16,606,817.567567567568,1.35135135135135,1936,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",15,1
"1363",144545,28552,0.75,1,"USFS-R6-405",-111.7853,37.8866,2010-09-16,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,500,3277583,2010,0.75,1133.33333333333,18,629,1131.53153153153,1.8018018018018,2353,"2200-2600 m",4,"20","Colorado Plateaus",18,0
"1364",149922,9421,0.625,1,"USFS-R6-Fish",-112.4513904,38.49841907,2012-08-14,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,NA,3506903,2012,0.625,8120.43010752688,18,472,7810.75268817204,309.677419354839,2200,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",15,3
"1365",143426,23828,0.125,1,"SLCWPRP",-111.69734,40.6358221,2009-09-25,"Benthic","Kick net",16,"Targeted Riffle","10",2,500,10389558,2009,0.125,1696,24,424,1692,4,2103,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",23,1
"1366",167115,8428,0.25,1,"Logan",-111.85194,41.70617,2017-08-03,"Benthic","Surber net",26,"Reachwide","8",0.74,NA,664528,2017,0.25,3621.62162162162,8,670,3556.75675675676,64.8648648648649,1365,"<1400 m",1,"13","Central Basin and Range",6,2
"1367",147647,3426,0.079,1,"UDWQ",-111.782775,40.68924,2012-02-27,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10390260,2012,0.079,8963.39377352035,14,524,8963.39377352035,0,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",14,0
"1368",148290,3185,1,1,"UDWQ",-111.7312393,39.14381409,2011-09-20,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,946030172,2011,1,635.135135135135,20,470,601.351351351351,33.7837837837838,1634,"1400-1800 m",2,"13","Central Basin and Range",17,3
"1369",150188,3428,0.1563,1,"SLCWPRP",-111.7695,40.6905,2012-08-02,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,NA,10390260,2012,0.1563,3921.3258208986,24,456,3818.13303613811,103.19278476049,1634,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",22,2
"1370",150733,11911,0.0775,1,"NAMC",-111.6397,41.7817,2012-04-15,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,664348,2012,0.0775,9991.28160418483,16,573,9956.40802092415,34.87358326068,1612,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",14,2
"1371",153948,3426,0.125,1,"Biowest",-111.782775,40.68924,2015-04-20,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10390260,2015,0.125,6400,23,592,5881.08108108108,518.918918918919,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",20,3
"1372",170944,4616,0.25,1,"Biowest",-111.24489,39.64218,2019-09-26,"Benthic","Hess net",13,"Targeted Riffle","10",0.09,NA,4876029,2019,0.25,18977.7777777778,18,427,18844.4444444444,133.333333333333,2639,">2600 m",5,"19","Wasatch and Uinta Mountains",17,1
"1373",168017,21660,0.0625,1,"USFS-R6-Fish",-112.4805374,38.5475719,2018-10-05,"Benthic","Surber net",26,"Targeted Riffle","10",0.743224,NA,3504531,2018,0.0625,6695.15516183546,25,311,6501.40469091418,193.750470921283,2173,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",23,2
"1374",167118,11843,0.7188,1,"Logan",-111.84777,41.70905,2017-08-03,"Benthic","Surber net",26,"Reachwide","8",0.74,NA,664510,2017,0.7188,998.285430672743,12,531,992.645399990976,5.64003068176691,1372,"<1400 m",1,"13","Central Basin and Range",10,2
"1375",156549,3510,0.125,1,"UDWQ",-111.6414,40.3264,2015-10-13,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10376584,2015,0.125,5243.24324324324,15,485,5210.81081081081,32.4324324324324,1504,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",14,1
"1376",142539,3522,0.07035,1,"UDWQ",-111.18873,40.54136,2009-09-23,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10373746,2009,0.07035,11448.5487619816,21,596,10392.0551681746,1056.49359380703,2187,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",18,3
"1377",149919,9420,1,1,"USFS-R6-Fish",-112.4424827,38.55368819,2012-08-13,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,NA,3504487,2012,1,5935.48387096774,10,552,5924.7311827957,10.752688172043,1987,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",9,1
"1378",148547,12271,0.3125,1,"SLCWPRP",-111.769,40.69098,2011-10-31,"Benthic","Kick net",16,"Targeted Riffle","10",1.28,NA,10390260,2011,0.3125,1172.5,22,469,1137.5,35,1634,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",19,3
"1379",150229,23821,1,1,"SLCWPRP",-111.751305,40.6938602,2012-08-02,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,NA,10390260,2012,1,756.720430107527,27,563,723.118279569892,33.6021505376344,1719,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",22,5
"1380",127675,2822,0.0938,1,"UDWQ",-111.83,41.5361,2005-10-05,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,664976,2005,0.0938,16773.276474769,23,472,15316.275764037,1457.00071073205,1496,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",19,4
"1381",126814,2790,0.125,1,"UDWQ",-111.725776,41.881318,2004-09-12,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,4564446,2004,0.125,16960,18,636,16906.6666666667,53.3333333333333,1815,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",17,1
"1382",150190,3426,0.1538,1,"SLCWPRP",-111.782775,40.68924,2012-08-10,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,NA,10390260,2012,0.1538,4675.46177831844,23,535,4561.85242669575,113.609351622691,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",19,4
"1383",141356,18607,0.3125,1,"USFS-R6-Fish",-112.3561917,38.40210556,2007-10-03,"Benthic","Surber net",26,"Targeted Riffle","10",0.278709,250,3507205,2007,0.3125,5201.12375273134,17,453,4684.45583027459,516.667922456756,2738,">2600 m",5,"19","Wasatch and Uinta Mountains",15,2
"1384",150706,11911,0.375,1,"NAMC",-111.6397,41.7817,2011-10-07,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,664348,2011,0.375,1870.27027027027,22,519,1816.21621621622,54.0540540540541,1612,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",18,4
"1385",185446,33639,0.125,1,"UDWQ",-111.77297,39.94157,2021-10-25,"Benthic","Kick net",16,"Riffle","36",0.74,NA,10351594,2021,0.125,4054.05405405405,24,375,4054.05405405405,0,1665,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",24,0
"1386",155304,3426,0.125,1,"Biowest",-111.782775,40.68924,2015-08-24,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10390260,2015,0.125,6421.62162162162,13,594,6421.62162162162,0,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",13,0
"1387",124965,6067,0.25,1,"UDWQ",-111.165904,40.938637,2003-09-09,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,10092124,2003,0.25,5786.66666666667,21,434,5533.33333333333,253.333333333333,1976,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",19,2
"1388",127680,3515,0.25,1,"UDWQ",-111.529722,40.403333,2005-09-07,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,10375896,2005,0.25,7266.66666666667,17,545,7266.66666666667,0,1614,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",17,0
"1389",146844,3426,0.3125,1,"UDWQ",-111.782775,40.68924,2011-08-23,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10390260,2011,0.3125,2378.37837837838,17,550,2317.83783783784,60.5405405405405,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",15,2
"1390",126836,3523,0.625,1,"UDWQ",-111.1681,40.5578,2004-10-19,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,10373692,2004,0.625,2938.66666666667,18,551,2922.66666666667,16,2130,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",17,1
"1391",142515,3466,1,1,"UDWQ",-111.56915,40.0612,2009-10-29,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,500,10349272,2009,1,483.783783783784,16,358,468.918918918919,14.8648648648649,1481,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",14,2
"1392",171594,30586,0.25,1,"BLM-AIM",-109.206167,38.637366,2019-07-31,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,18369704,2019,0.25,3752.68817204301,13,698,3752.68817204301,0,1937,"1800-2200 m",3,"20","Colorado Plateaus",13,0
"1393",142528,3518,0.25,1,"UDWQ",-111.410566,40.3424,2009-10-05,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10376088,2009,0.25,2389.18918918919,28,442,2313.51351351351,75.6756756756757,1921,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",25,3
"1394",168753,3598,0.125,1,"UDWQ",-111.35992,40.31891,2018-08-02,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10376078,2018,0.125,5643.24324324324,31,522,5427.02702702703,216.216216216216,2120,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",27,4
"1395",150191,19896,0.0938,1,"SLCWPRP",-111.80601,40.77978,2012-08-20,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,NA,10389446,2012,0.0938,5688.7222871816,17,397,5674.39301189903,14.3292752825733,1663,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",16,1
"1396",146862,3426,0.3125,1,"UDWQ",-111.782775,40.68924,2011-08-23,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10390260,2011,0.3125,2508.10810810811,19,580,2447.56756756757,60.5405405405405,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",16,3
"1397",141651,3186,1,1,"UDWQ",-111.6029722,39.1075,2008-10-20,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,5302565,2008,1,466.216216216216,18,345,451.351351351351,14.8648648648649,2003,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",16,2
"1398",145834,3426,0.25,1,"UDWQ",-111.782775,40.68924,2010-11-30,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,500,10390260,2010,0.25,3329.72972972973,25,616,2832.43243243243,497.297297297297,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",22,3
"1399",132445,30051,0.2083,1,"USU-Hawk",-111.353,39.2433,2001-09-18,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,500,4877491,2001,0.2083,3071.45917540355,24,476,2800.44807169147,271.011103712078,2691,">2600 m",5,"19","Wasatch and Uinta Mountains",22,2
"1400",149242,3426,0.2266,1,"UDWQ",-111.782775,40.68924,2012-11-05,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10390260,2012,0.2266,3291.90620452756,23,552,3023.54428568021,268.361918847356,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",21,2
"1401",140241,3455,0.5,1,"UDWQ",-111.7099167,39.75155556,2007-10-03,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,500,10331021,2007,0.5,940.540540540541,27,348,829.72972972973,110.810810810811,1877,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",23,4
"1402",140242,3454,0.0625,1,"UDWQ",-111.7197222,39.73194444,2007-10-02,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,500,10330231,2007,0.0625,7870.27027027027,21,364,7827.02702702703,43.2432432432432,1804,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",19,2
"1403",141623,3249,0.125,1,"UDWQ",-112.6433333,37.62666667,2008-10-21,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10818026,2008,0.125,5632.43243243243,17,521,5610.81081081081,21.6216216216216,2397,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",16,1
"1404",156544,3466,0.2188,1,"UDWQ",-111.56915,40.0612,2015-09-11,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10349272,2015,0.2188,3267.20687781017,11,529,3242.50209990612,24.7047779040466,1481,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",9,2
"1405",185456,33643,0.25,1,"UDWQ",-110.8134708,40.83673273,2021-10-05,"Benthic","Kick net",16,"Riffle","36",0.74,NA,7888174,2021,0.25,2589.18918918919,41,479,2540.54054054054,48.6486486486486,2665,">2600 m",5,"19","Wasatch and Uinta Mountains",38,3
"1406",150969,14597,1,1,"USFS-R6-Ashl",-109.96099,40.8826,2013-10-16,"Benthic","Surber net",26,"Targeted Riffle","10",1.023,NA,10039566,2013,1,367.546432062561,19,376,355.816226783969,11.7302052785924,2885,">2600 m",5,"19","Wasatch and Uinta Mountains",17,2
"1407",164965,26450,0.25,1,"NUCWCD",-111.714216,40.44851,2017-09-22,"Benthic","Hess net",13,"Reachwide","8",1,NA,10329017,2017,0.25,2500,21,625,2496,4,1987,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",21,0
"1408",156573,3558,0.25,1,"UDWQ",-111.51149,40.02894,2015-09-18,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10349452,2015,0.25,3064.86486486487,11,567,3027.02702702703,37.8378378378378,1513,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",10,1
"1409",185466,33653,0.3125,1,"UDWQ",-110.882211,40.78289101,2021-07-29,"Benthic","Kick net",16,"Riffle","36",0.74,NA,7888214,2021,0.3125,2252.97297297297,37,521,1993.51351351351,259.459459459459,2789,">2600 m",5,"19","Wasatch and Uinta Mountains",33,4
"1410",153261,13300,0.3125,1,"BLM-AIM",-111.197349,39.879406,2014-08-03,"Benthic","Surber net",26,"Reachwide","8",1.023,NA,10350676,2014,0.3125,1789.24731182796,34,572,1767.35092864125,21.8963831867058,2093,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",31,3
"1411",151477,2891,0.0625,1,"UDWQ",-111.22552,40.74812,2013-10-02,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10092458,2013,0.0625,9167.56756756757,23,424,8778.37837837838,389.189189189189,2068,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",20,3
"1412",151934,3426,0.1328,1,"Biowest",-111.782775,40.68924,2014-04-21,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10390260,2014,0.1328,4385.78638879844,22,431,3347.8508629111,1037.93552588733,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",18,4
"1413",164964,6777,0.125,1,"NUCWCD",-111.661863,40.456062,2017-09-22,"Benthic","Hess net",13,"Reachwide","8",1,NA,10328093,2017,0.125,5992,14,749,5992,0,1903,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",14,0
"1414",124963,6065,0.1563,1,"UDWQ",-111.2391,40.874,2003-09-10,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,10092242,2003,0.1563,11068.4580934101,19,519,10705.9074429516,362.55065045852,2225,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",17,2
"1415",126822,33774,0.125,1,"UDWQ",-112.410765,38.293029,2004-09-25,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,1215045,2004,0.125,16986.6666666667,21,637,16986.6666666667,0,2687,">2600 m",5,"19","Wasatch and Uinta Mountains",21,0
"1416",127651,3472,0.25,1,"UDWQ",-111.354444,40.084722,2005-09-14,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,10349170,2005,0.25,8893.33333333333,13,667,8880,13.3333333333333,1701,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",13,0
"1417",143401,23812,0.1875,1,"SLCWPRP",-111.752823,40.624051,2009-09-11,"Benthic","Kick net",16,"Targeted Riffle","10",2,500,10390268,2009,0.1875,1170.66666666667,18,439,1168,2.66666666666667,1685,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",17,1
"1418",149982,14597,0.4375,1,"USFS-R6-Ashl",-109.96099,40.8826,2012-10-11,"Benthic","Surber net",26,"Reachwide","8",1.023,NA,10039566,2012,0.4375,797.653958944282,23,357,761.904761904762,35.7491970395196,2885,">2600 m",5,"19","Wasatch and Uinta Mountains",18,5
"1419",164962,3784,0.25,1,"NUCWCD",-111.640474,40.48384,2017-09-22,"Benthic","Hess net",13,"Reachwide","8",1,NA,10328023,2017,0.25,1828,25,457,1784,44,1970,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",22,3
"1420",141358,18607,0.625,1,"USFS-R6-Fish",-112.3561917,38.40210556,2007-09-01,"Benthic","Surber net",26,"Targeted Riffle","10",0.278709,250,3507205,2007,0.625,2870.37734698198,21,500,2457.04300901657,413.334337965405,2738,">2600 m",5,"19","Wasatch and Uinta Mountains",19,2
"1421",171169,2807,0.3125,1,"UDWQ",-111.862222,41.706403,2019-10-16,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,664528,2019,0.3125,2283.24324324324,26,528,1920,363.243243243243,1358,"<1400 m",1,"13","Central Basin and Range",18,8
"1422",149925,8579,0.125,1,"USFS-R6-Fish",-112.436407,38.45761944,2012-08-07,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,3507021,2012,0.125,4259.45945945946,21,394,3567.56756756757,691.891891891892,2472,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",18,3
"1423",126842,2965,1,1,"UDWQ",-111.4006,40.9206,2004-10-20,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,10093066,2004,1,1463.33333333333,26,439,1383.33333333333,80,1703,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",23,3
"1424",151515,2927,0.375,1,"UDWQ",-111.29826,40.70925,2013-09-04,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10092528,2013,0.375,1736.93693693694,22,482,1261.26126126126,475.675675675676,1959,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",17,5
"1425",123866,9205,0.125,1,"USU-Hawk",-111.21274,39.95693,2003-07-26,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,10350482,2003,0.125,7215.05376344086,11,671,2569.89247311828,4645.16129032258,1897,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",8,3
"1426",127663,3364,0.375,1,"UDWQ",-109.203114,38.633486,2005-09-20,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,18369704,2005,0.375,5644.44444444444,20,635,5644.44444444444,0,1975,"1800-2200 m",3,"20","Colorado Plateaus",20,0
"1427",145825,3426,0.0625,1,"UDWQ",-111.782775,40.68924,2011-04-06,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,500,10390260,2011,0.0625,12129.7297297297,22,561,11697.2972972973,432.432432432432,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",21,1
"1428",148545,8699,0.5,1,"SLCWPRP",-111.71614,40.78701,2011-10-31,"Benthic","Kick net",16,"Targeted Riffle","10",1.28,NA,10389366,2011,0.5,570.3125,20,365,526.5625,43.75,1794,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",18,2
"1429",164069,12525,0.125,1,"USFS-R6-Fish",-112.3872341,38.53976646,2016-10-06,"Benthic","Surber net",26,"Targeted Riffle","10",0.7432,NA,3504505,2016,0.125,7233.58449946179,32,672,7093.64908503768,139.935414424112,2037,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",29,3
"1430",129951,3088,0.0937,1,"UDWQ",-110.677972,40.321806,2006-10-31,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,500,11981185,2006,0.0937,23265.7417289221,12,654,23265.7417289221,0,1966,"1800-2200 m",3,"20","Colorado Plateaus",12,0
"1431",146859,3410,0.5,1,"UDWQ",-111.8344,40.7564,2011-08-24,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10389446,2011,0.5,1135.13513513514,11,420,1132.43243243243,2.7027027027027,1462,"1400-1800 m",2,"13","Central Basin and Range",10,1
"1432",142514,3524,0.0626,1,"UDWQ",-111.1604,40.5237,2009-09-29,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,500,10373760,2009,0.0626,10469.7349106295,20,485,10469.7349106295,0,2292,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",20,0
"1433",151495,2908,0.0625,1,"UDWQ",-111.42793,41.16802,2013-10-01,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10089466,2013,0.0625,14572.972972973,27,674,14140.5405405405,432.432432432432,1806,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",24,3
"1434",148506,23820,0.0938,1,"SLCWPRP",-111.680154,40.8016188,2011-09-08,"Benthic","Kick net",16,"Targeted Riffle","10",1.28,NA,10389362,2011,0.0938,4447.62793176972,23,534,4405.98347547974,41.6444562899787,1872,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",20,3
"1435",147175,3426,0.1563,1,"UDWQ",-111.782775,40.68924,2011-11-29,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10390260,2011,0.1563,3562.10337016479,23,412,3371.89396690356,190.209403261227,1560,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",19,4
"1436",127632,3624,0.125,1,"UDWQ",-109.822,40.867222,2005-09-07,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,10039596,2005,0.125,12586.6666666667,24,472,12373.3333333333,213.333333333333,2534,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",23,1
