"","siteId","yr","richness_xbar","abund_xbar","density_xbar","labSplit","fieldSplit","area","mesh","siteLatitude","siteLongitude","COMID","ecoCode","ecoName"
"2252",10319,2000,2.5,10,13.4408602150538,1,1,0.744,500,37.5685,-112.051,18264521,"20","Colorado Plateaus"
"2253",10319,2001,3,18,24.1935483870968,1,1,0.744,500,37.5685,-112.051,18264521,"20","Colorado Plateaus"
"2254",10320,1999,27,378,812.903225806452,0.625,1,0.744,500,37.9633,-111.6518,3277521,"19","Wasatch and Uinta Mountains"
"2255",10320,2000,28.6666666666667,497.333333333333,1567.20430107527,0.5,1,0.744,500,37.9633,-111.6518,3277521,"19","Wasatch and Uinta Mountains"
"2256",10320,2001,31,537,962.365591397849,0.75,1,0.744,500,37.9633,-111.6518,3277521,"19","Wasatch and Uinta Mountains"
"2257",10320,2002,27,406,1148.29749103943,0.6875,1,0.744,500,37.9633,-111.6518,3277521,"19","Wasatch and Uinta Mountains"
"2258",10320,2003,30,753,4048.38709677419,0.25,1,0.744,250,37.9633,-111.6518,3277521,"19","Wasatch and Uinta Mountains"
"2259",10321,1999,19,324,497.695852534562,0.875,1,0.744,500,37.9335,-111.6428,3277521,"20","Colorado Plateaus"
"2260",10322,1999,25,319,428.763440860215,1,1,0.744,500,37.9172,-111.6448,3278555,"20","Colorado Plateaus"
"2261",10323,1999,26,480,645.161290322581,1,1,0.744,500,37.8636,-111.6347,3278555,"20","Colorado Plateaus"
"2262",10323,2000,21,263.5,521.505376344086,0.875,1,0.744,500,37.8636,-111.6347,3278555,"20","Colorado Plateaus"
"2263",10335,1999,21,374,1005.37634408602,0.5,1,0.744,500,37.8047,-111.5114,3277783,"20","Colorado Plateaus"
"2264",10336,2004,23,792,1064.51612903226,1,1,0.744,250,37.7817,-111.5053,3277809,"20","Colorado Plateaus"
"2265",10337,1999,25,374,670.250896057348,0.75,1,0.744,500,37.7931,-111.4133,3277833,"20","Colorado Plateaus"
"2266",10337,2000,16.6666666666667,445,2337.06690561529,0.625,1,0.744,500,37.7931,-111.4133,3277833,"20","Colorado Plateaus"
"2267",10337,2001,25.3333333333333,249.666666666667,409.05017921147,1,1,0.62,500,37.7931,-111.4133,3277833,"20","Colorado Plateaus"
"2268",10337,2002,34,527.5,1349.50773558368,0.6875,1,0.7275,500,37.7931,-111.4133,3277833,"20","Colorado Plateaus"
"2269",10337,2003,25,827,1482.07885304659,0.75,1,0.744,500,37.7931,-111.4133,3277833,"20","Colorado Plateaus"
"2270",10338,1999,18,333,895.161290322581,0.5,1,0.744,500,37.8292,-111.4192,3277833,"20","Colorado Plateaus"
"2271",10338,2002,31,563,1210.75268817204,0.625,1,0.744,500,37.8292,-111.4192,3277833,"20","Colorado Plateaus"
"2272",10341,1999,15,75,100.806451612903,1,1,0.744,500,37.4279,-111.9806,18267177,"20","Colorado Plateaus"
"2273",10341,2000,1,1,1.34408602150538,1,1,0.744,500,37.4279,-111.9806,18267177,"20","Colorado Plateaus"
"2274",10341,2001,3,3,4.03225806451613,1,1,0.744,500,37.4279,-111.9806,18267177,"20","Colorado Plateaus"
"2275",10341,2004,4,7,9.40860215053763,1,1,0.744,250,37.4279,-111.9806,18267177,"20","Colorado Plateaus"
"2276",10343,2000,8.33333333333333,103,138.440860215054,1,1,0.744,500,37.7755,-111.4592,3277849,"20","Colorado Plateaus"
"2277",10344,2000,16.25,193.25,259.744623655914,1,1,0.744,500,37.7755,-111.4185,3277839,"20","Colorado Plateaus"
"2278",10344,2001,17.5,164.25,270.161290322581,1,1,0.651,500,37.7755,-111.4185,3277839,"20","Colorado Plateaus"
"2279",10344,2002,28,508,799.059139784946,0.875,1,0.744,500,37.7755,-111.4185,3277839,"20","Colorado Plateaus"
"2280",10344,2003,19,454.5,674.827188940092,0.9375,1,0.744,375,37.7755,-111.4185,3277839,"20","Colorado Plateaus"
"2281",10344,2004,15,192,258.064516129032,1,1,0.744,250,37.7755,-111.4185,3277839,"20","Colorado Plateaus"
"2282",10345,2000,23.6666666666667,479.333333333333,2681.00358422939,0.375,1,0.744,500,37.9013,-111.4367,3277569,"20","Colorado Plateaus"
"2283",10345,2001,30.5,554.5,1781.02598566308,0.65625,1,0.651,500,37.9013,-111.4367,3277569,"20","Colorado Plateaus"
"2284",10345,2002,36,574,1819.89247311828,0.625,1,0.744,500,37.9013,-111.4367,3277569,"20","Colorado Plateaus"
"2285",10345,2004,41,578,776.881720430108,1,1,0.744,250,37.9013,-111.4367,3277569,"20","Colorado Plateaus"
"2286",10348,2001,3,8,10.752688172043,1,1,0.744,500,37.4825,-112.0965,18265951,"20","Colorado Plateaus"
"2287",10353,2000,16.5,555,2280.91397849462,0.375,1,0.744,500,37.8108,-111.3952,3277801,"20","Colorado Plateaus"
"2288",10357,2000,4,24.5,32.9301075268817,1,1,0.744,500,37.7575,-111.35,3277887,"20","Colorado Plateaus"
"2289",10358,2000,3.5,33,44.3548387096774,1,1,0.744,500,37.7575,-111.35,3277887,"20","Colorado Plateaus"
"2290",10360,2001,5,11,14.7849462365591,1,1,0.744,500,37.1075,-111.9053,18267029,"20","Colorado Plateaus"
"2291",10368,2001,18,199,267.47311827957,1,1,0.744,500,37.8242,-111.4497,3277747,"20","Colorado Plateaus"
"2292",10369,2001,22,245,329.301075268817,1,1,0.744,500,37.8625,-111.4894,3277749,"20","Colorado Plateaus"
"2293",10369,2002,42,541,969.534050179211,0.75,1,0.744,500,37.8625,-111.4894,3277749,"20","Colorado Plateaus"
"2294",10374,2001,10,429,576.612903225806,1,1,0.744,500,37.3217,-111.9164,18266879,"20","Colorado Plateaus"
"2295",10375,2001,14,189,254.032258064516,1,1,0.744,500,37.3119,-111.9867,18266875,"20","Colorado Plateaus"
"2296",10382,2001,17,232,623.655913978495,1,1,0.372,500,37.8675,-111.4944,3277639,"20","Colorado Plateaus"
"2297",10388,2002,12,518,1392.47311827957,0.5,1,0.744,500,37.2986,-110.9542,3279269,"20","Colorado Plateaus"
"2298",10392,2002,30,485,651.881720430108,1,1,0.744,500,37.6125,-111.1783,3278237,"20","Colorado Plateaus"
"2299",10393,2004,17,149,200.268817204301,1,1,0.744,250,37.4242,-110.9953,3279237,"20","Colorado Plateaus"
"2300",10394,2003,12,99,133.064516129032,1,1,0.744,500,37.8,-111.8,3277791,"20","Colorado Plateaus"
"2301",10395,2003,10,61,81.989247311828,1,1,0.744,500,37.766667,-111.733333,3278575,"20","Colorado Plateaus"
"2302",10400,2015,2,3,2.93255131964809,1,1,1.023,NA,37.510021,-112.03593,18264667,"20","Colorado Plateaus"
"2303",10401,2015,31,715,1914.86227721314,0.365,1,1.023,NA,37.799263,-111.462148,3277771,"20","Colorado Plateaus"
"2304",10402,2015,7,62,83.3333333333333,1,1,0.744,NA,37.307582,-111.492794,3527809,"20","Colorado Plateaus"
"2305",10403,2015,1,1,0.977517106549365,1,1,1.023,NA,37.488084,-112.021825,18265947,"20","Colorado Plateaus"
"2306",10404,2015,25,642,836.754643206256,0.75,1,1.023,NA,37.813264,-111.46799,3277749,"20","Colorado Plateaus"
"2307",10405,2015,24,171,183.870967741935,1,1,0.93,NA,37.890912,-111.367225,3277595,"20","Colorado Plateaus"
"2308",10406,2015,4,6,5.86510263929619,1,1,1.023,NA,37.29984,-111.480022,3527809,"20","Colorado Plateaus"
"2309",10407,2015,25,737,1440.86021505376,0.5,1,1.023,NA,37.78988,-111.370984,3277801,"20","Colorado Plateaus"
"2310",10408,2015,1,1,0.977517106549365,1,1,1.023,NA,37.35577,-112.014276,18266123,"20","Colorado Plateaus"
"2311",10409,2015,12,181,176.930596285435,1,1,1.023,NA,37.76009369,-111.3651123,3277879,"20","Colorado Plateaus"
"2312",10409,2020,32,646,1634.25478993501,0.5313,1,0.744,NA,37.76009369,-111.3651123,3277879,"20","Colorado Plateaus"
"2313",10410,2015,20,253,263.734115347019,1,1,0.9765,NA,37.732766,-111.315557,3278597,"20","Colorado Plateaus"
"2314",10411,2015,19,219,214.076246334311,1,1,1.023,NA,37.76735687,-111.398201,3277867,"20","Colorado Plateaus"
"2315",10411,2020,26,663,1188.17204301075,0.75,1,0.744,NA,37.76735687,-111.398201,3277867,"20","Colorado Plateaus"
"2316",10412,2015,9,22,21.505376344086,1,1,1.023,NA,37.187023,-111.923054,18267017,"20","Colorado Plateaus"
"2317",10413,2015,9,48,46.9208211143695,1,1,1.023,NA,37.781317,-111.535017,3278571,"20","Colorado Plateaus"
"2318",10415,2014,20,681,2662.75659824047,0.25,1,1.023,NA,37.803004,-111.411315,3277833,"20","Colorado Plateaus"
"2319",10416,2015,17,429,419.354838709677,1,1,1.023,NA,37.301848,-111.890928,18266949,"20","Colorado Plateaus"
"2320",10417,2015,23,218,213.098729227762,1,1,1.023,NA,37.863473,-111.459604,3277675,"20","Colorado Plateaus"
"2321",10418,2015,20,509,497.556207233627,1,1,1.023,NA,37.920242,-111.294712,3277555,"20","Colorado Plateaus"
"2322",10419,2014,30,615,2137.12413980753,0.2813,1,1.023,NA,37.81793,-111.414863,3277833,"20","Colorado Plateaus"
"2323",10420,2015,31,679,1327.46823069404,0.5,1,1.023,NA,37.877556,-111.51606,3278553,"20","Colorado Plateaus"
"2324",10421,2014,17.5,372,363.636363636364,1,1,1.023,NA,37.866952,-111.318055,3277659,"20","Colorado Plateaus"
"2325",10422,2020,21,1116,2181.81818181818,0.5,1,1.023,NA,37.77449036,-111.470932,3277849,"20","Colorado Plateaus"
"2326",10441,2018,10,226,220.918866080156,1,1,1.023,NA,39.144349,-110.904153,4877949,"20","Colorado Plateaus"
"2327",10442,2018,15,295,396.505376344086,1,1,0.744,NA,39.406954,-110.603613,3910159,"20","Colorado Plateaus"
"2328",10443,2018,6,12,16.1290322580645,1,1,0.744,NA,39.013779,-110.574833,4878377,"20","Colorado Plateaus"
"2329",10444,2018,11,70,94.0860215053764,1,1,0.744,NA,39.186797,-110.114198,3910753,"20","Colorado Plateaus"
"2330",10445,2018,35,634,973.886328725038,0.875,1,0.744,NA,39.931553,-109.291716,5309352,"20","Colorado Plateaus"
"2331",10446,2018,6,74,72.336265884653,1,1,1.023,NA,38.73666763,-110.2957535,4879801,"20","Colorado Plateaus"
"2332",10446,2020,3,39,38.1231671554252,1,1,1.023,NA,38.73666763,-110.2957535,4879801,"20","Colorado Plateaus"
"2333",10447,2018,19,709,1848.15900944933,0.375,1,1.023,NA,39.237192,-110.227474,3910619,"20","Colorado Plateaus"
"2334",10448,2018,12,529,4726.75090826887,0.1094,1,1.023,NA,39.324337,-110.43094,3910445,"20","Colorado Plateaus"
"2335",10449,2018,23,591,12709.6774193548,0.0625,1,0.744,NA,40.013338,-109.445739,5306378,"20","Colorado Plateaus"
"2336",10450,2018,19,97,130.376344086022,1,1,0.744,NA,39.217873,-110.186152,3910675,"20","Colorado Plateaus"
"2337",10462,2011,45,895,1209.45945945946,1,1,0.74,NA,37.82283106,-111.8407784,3277713,"19","Wasatch and Uinta Mountains"
"2338",10476,2003,5.66666666666667,845.666666666667,45605.7347670251,0.25,1,0.093,250,37.364167,-113.350556,10023190,"19","Wasatch and Uinta Mountains"
"2339",10485,2001,4.33333333333333,11,118.279569892473,1,1,0.093,500,38.0336,-112.3811,10815316,"19","Wasatch and Uinta Mountains"
"2340",10486,2001,7,55.3333333333333,594.982078853047,1,1,0.093,500,38.0292,-112.3794,10815316,"19","Wasatch and Uinta Mountains"
"2341",10567,2014,40,585,3669.41402280682,0.1563,1,1.02,NA,39.65565,-111.24108,4875289,"19","Wasatch and Uinta Mountains"
"2342",10570,1996,18,490,7025.08960573477,0.125,1,0.558,250,41.9658,-111.6964,4563144,"19","Wasatch and Uinta Mountains"
"2343",10572,1996,25,302,2164.87455197133,0.25,1,0.558,250,41.9742,-111.7085,4564426,"19","Wasatch and Uinta Mountains"
"2344",10574,1996,15,401,5749.10394265233,0.125,1,0.558,250,41.9664,-111.6895,4563144,"19","Wasatch and Uinta Mountains"
"2345",10580,2000,27,757,5321.99100112486,0.2032,1,0.7,900,41.9437,-111.8373,4563184,"13","Central Basin and Range"
"2346",10719,2004,24,699,4294.93087557604,0.875,1,0.186,500,39.4991,-111.1572,4876299,"20","Colorado Plateaus"
"2347",10720,2004,21,650,18637.9928315412,0.125,1,0.279,500,39.5028,-111.1658,4875325,"20","Colorado Plateaus"
"2348",10721,2004,23,604,8659.4982078853,0.25,1,0.279,500,39.5012,-111.158,4875323,"20","Colorado Plateaus"
"2349",10722,2004,27,463,1659.4982078853,1,1,0.279,500,39.6494,-111.2374,4876047,"19","Wasatch and Uinta Mountains"
"2350",10791,2011,33,746,1152.12355212355,0.875,1,0.74,NA,39.745,-113.8919,10683178,"13","Central Basin and Range"
"2351",10896,2013,45.5,719.5,8970.3250158474,0.195325,1,0.74,NA,40.28049709,-111.2264337,11964759,"19","Wasatch and Uinta Mountains"
"2352",10896,2014,42,709,8527.02702702703,0.15625,1,0.74,NA,40.28049709,-111.2264337,11964759,"19","Wasatch and Uinta Mountains"
"2353",10898,2000,39,991,2831.42857142857,0.5,1,0.7,900,41.9594,-111.8313,4563140,"13","Central Basin and Range"
"2354",10898,2001,7,32,45.7142857142857,1,1,0.7,900,41.9594,-111.8313,4563140,"13","Central Basin and Range"
"2355",10898,2011,24,746,4607.4410791047,0.2188,1,0.74,NA,41.9594,-111.8313,4563140,"13","Central Basin and Range"
"2356",10899,2000,25,574,2385.10762070971,0.3438,1,0.7,900,41.9642,-111.8216,4563130,"13","Central Basin and Range"
"2357",10978,1999,24.6666666666667,326,8542.52873563218,0.333333333333333,1,0.116,250,38.4292,-112.5443,1214639,"19","Wasatch and Uinta Mountains"
"2358",10984,1993,18.6666666666667,235.666666666667,2534.05017921147,1,1,0.093,500,39.9,-114,10682292,"13","Central Basin and Range"
"2359",10984,1994,14.3333333333333,44,473.118279569892,1,1,0.093,500,39.9,-114,10682292,"13","Central Basin and Range"
"2360",10984,1996,33,299,8573.47670250896,0.375,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"2361",10985,1997,24,150,1612.90322580645,1,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"2362",10992,2001,25,544,2599.29895378217,0.2813,1,0.744,500,37.9,-109.5333,3381531,"21","Southern Rockies"
"2363",10992,2004,17,96,344.086021505376,1,1,0.279,500,37.9,-109.5333,3381531,"21","Southern Rockies"
"2364",10995,1999,17,315,1129.03225806452,1,1,0.279,280,39.9794,-110.6639,11968901,"20","Colorado Plateaus"
"2365",10996,1999,17,442,1584.229390681,1,1,0.279,280,39.9751,-110.6703,11968957,"20","Colorado Plateaus"
"2366",10998,2012,30.2,655,8203.85731353473,0.10625,1,0.8376,NA,40.11459092,-111.1780164,11964943,"19","Wasatch and Uinta Mountains"
"2367",10999,2012,36,490,6915.17323775388,0.09375,1,0.837,NA,40.09809215,-111.1906791,11964957,"19","Wasatch and Uinta Mountains"
"2368",11114,1998,26,167,598.566308243728,1,1,0.279,500,39.9392,-111.0233,3906333,"19","Wasatch and Uinta Mountains"
"2369",11123,2004,22,465,1666.66666666667,1,1,0.279,500,37.7977,-109.5113,1399314,"21","Southern Rockies"
"2370",11149,2002,7.66666666666667,17.6666666666667,189.964157706093,1,1,0.093,250,37.0539,-112.3631,20705611,"20","Colorado Plateaus"
"2371",11166,1997,20,328,9405.01792114695,0.125,1,0.279,500,40.8744,-110.1175,10038074,"19","Wasatch and Uinta Mountains"
"2372",11168,2019,21,547,735.215053763441,1,1,0.744,NA,37.185674,-112.727325,10025962,"20","Colorado Plateaus"
"2373",11169,2019,16,348,467.741935483871,1,1,0.744,NA,37.371061,-112.881388,10025682,"20","Colorado Plateaus"
"2374",11170,2019,28,539,724.462365591398,1,1,0.744,NA,37.079315,-112.540175,20705569,"20","Colorado Plateaus"
"2375",11171,2020,29,659,7086.02150537634,0.125,1,0.744,NA,37.86935043,-112.4726944,10817060,"19","Wasatch and Uinta Mountains"
"2376",11172,2020,41,754,2026.88172043011,0.5,1,0.744,NA,37.79383087,-111.7200089,3277815,"20","Colorado Plateaus"
"2377",11173,2019,25,627,6741.93548387097,0.125,1,0.744,NA,37.172517,-112.810112,10025988,"20","Colorado Plateaus"
"2378",11174,2001,3.66666666666667,18.3333333333333,197.132616487455,1,1,0.093,500,37.1011,-112.5469,20705539,"20","Colorado Plateaus"
"2379",11175,2001,7,21.6666666666667,232.974910394265,1,1,0.093,500,37.1011,-112.5469,20705539,"20","Colorado Plateaus"
"2380",11176,2004,20.6666666666667,467,5021.50537634409,1,1,0.093,250,37.533611,-112.285833,10808969,"19","Wasatch and Uinta Mountains"
"2381",11180,2019,25,679,5838.9917376977,0.1563,1,0.744,NA,38.115053,-112.337806,10815142,"19","Wasatch and Uinta Mountains"
"2382",11181,2019,16,668,2873.11827956989,0.3125,1,0.744,NA,38.089311,-112.337922,10815160,"19","Wasatch and Uinta Mountains"
"2383",11182,2019,20,660,1774.1935483871,0.5,1,0.744,NA,37.34881,-112.811438,10025758,"20","Colorado Plateaus"
"2384",11183,2019,13,647,1264.90713587488,0.5,1,1.023,NA,37.359903,-112.339666,20705331,"20","Colorado Plateaus"
"2385",11184,2020,33,649,1163.08243727599,0.75,1,0.744,NA,37.33877182,-112.8453827,10025758,"20","Colorado Plateaus"
"2386",11185,2019,20,244,238.514173998045,1,1,1.023,NA,37.370023,-112.780389,10025710,"20","Colorado Plateaus"
"2387",11208,2008,25,634,7044.44444444444,0.125,1,0.72,500,40.72089722,-111.5179056,10276860,"19","Wasatch and Uinta Mountains"
"2388",11218,2011,54,646,1345.83333333333,0.375,1,1.28,NA,40.79399,-111.71141,10389342,"19","Wasatch and Uinta Mountains"
"2389",11218,2012,46,610,3279.56989247312,0.25,1,0.744,NA,40.79399,-111.71141,10389342,"19","Wasatch and Uinta Mountains"
"2390",11218,2013,46,592.5,852.864583333333,0.6875,1,1.28,NA,40.79399,-111.71141,10389342,"19","Wasatch and Uinta Mountains"
"2391",11320,2010,29,313.666666666667,3376.28135438755,1,1,0.092903,NA,38.5350846,-111.9216534,10804599,"19","Wasatch and Uinta Mountains"
"2392",11380,2004,28,698,10007.1684587814,0.25,1,0.279,250,38.24154,-112.40881,1216149,"19","Wasatch and Uinta Mountains"
"2393",11404,1999,26.5,294,640.456989247312,0.75,1,0.744,500,37.9658,-111.5562,3277433,"19","Wasatch and Uinta Mountains"
"2394",11413,2003,24.3333333333333,586.666666666667,6805.256869773,0.5,1,0.279,250,38.6003,-111.5295,4900165,"19","Wasatch and Uinta Mountains"
"2395",11434,2001,39,559,1202.15053763441,0.625,1,0.744,500,38.3917,-109.2083,18382081,"21","Southern Rockies"
"2396",11436,1998,13,87.1666666666667,937.275985663082,1,1,0.093,280,38.38460159,-109.209198,18382081,"21","Southern Rockies"
"2397",11436,2012,49,704,7610.81081081081,0.125,1,0.74,NA,38.38460159,-109.209198,18382081,"21","Southern Rockies"
"2398",11436,2016,43,652,1762.16216216216,0.5,1,0.74,NA,38.38460159,-109.209198,18382081,"21","Southern Rockies"
"2399",11436,2020,49,658,4742.34234234234,0.1875,1,0.74,NA,38.38460159,-109.209198,18382081,"21","Southern Rockies"
"2400",11437,1998,5,30.3333333333333,326.164874551971,1,1,0.093,280,38.3684,-109.1792,18381703,"21","Southern Rockies"
"2401",11490,2011,8,38,51.3513513513514,1,1,0.74,NA,38.2771,-111.1079,4900817,"20","Colorado Plateaus"
"2402",11507,2012,43,723,1954.05405405405,0.5,1,0.74,NA,41.9597,-111.7811,4563142,"13","Central Basin and Range"
"2403",11508,2019,35,812,2508.10810810811,0.4375,1,0.74,NA,41.7042,-111.8514,664552,"13","Central Basin and Range"
"2404",11508,2021,28,767,8291.89189189189,0.125,1,0.74,NA,41.7042,-111.8514,664552,"13","Central Basin and Range"
"2405",11547,1999,7,142,508.960573476702,1,1,0.279,280,40.7571,-109.5345,1392333,"19","Wasatch and Uinta Mountains"
"2406",11550,2000,25.5833333333333,419.666666666667,988.832545888998,0.791666666666667,1,0.744,500,41.7027,-111.8435,664552,"13","Central Basin and Range"
"2407",11551,2000,34.4166666666667,554.583333333333,4345.58371735791,0.27865,1,0.744,500,41.6257,-111.7298,666156,"19","Wasatch and Uinta Mountains"
"2408",11552,2000,35.4166666666667,520.416666666667,2642.46084894905,0.36565,1,0.744,500,41.6207,-111.6618,664780,"19","Wasatch and Uinta Mountains"
"2409",11552,2001,34.9,545,4592.47919790466,0.24376,1,0.744,500,41.6207,-111.6618,664780,"19","Wasatch and Uinta Mountains"
"2410",11553,2000,35.9166666666667,516.583333333333,4311.06196169689,0.289066666666667,1,0.744,500,41.6043,-111.5895,664826,"19","Wasatch and Uinta Mountains"
"2411",11554,2000,35.5,542.25,5421.03207649517,0.2142,1,0.744,500,41.6027,-111.5757,664844,"19","Wasatch and Uinta Mountains"
"2412",11556,2000,32.4545454545455,555.181818181818,1915.73656643469,0.730118181818182,1,0.744,500,41.706,-111.8485,664546,"13","Central Basin and Range"
"2413",11557,2000,41.25,540.916666666667,4358.32633785296,0.271458333333333,1,0.744,500,41.7572,-111.7098,664414,"19","Wasatch and Uinta Mountains"
"2414",11559,2000,32.5454545454545,497.363636363636,3046.09473040866,0.360809090909091,1,0.744,500,41.8403,-111.5872,664220,"19","Wasatch and Uinta Mountains"
"2415",11560,2000,32.1666666666667,525.75,2482.7402713118,0.441408333333333,1,0.744,500,41.8402,-111.5885,664220,"19","Wasatch and Uinta Mountains"
"2416",11561,2000,33.75,529.25,5435.67588984802,0.24925,1,0.744,500,41.9093,-111.5617,664152,"19","Wasatch and Uinta Mountains"
"2417",11565,2011,17,942,735.9375,1,1,1.28,NA,40.66415,-111.89889,10389562,"13","Central Basin and Range"
"2418",11565,2012,20,831,1116.93548387097,1,1,0.744,NA,40.66415,-111.89889,10389562,"13","Central Basin and Range"
"2419",11565,2013,14,222,173.4375,1,1,1.28,NA,40.66415,-111.89889,10389562,"13","Central Basin and Range"
"2420",11566,2013,20,683,609.821428571429,1,1,1.12,NA,40.66009,-111.88413,10389562,"13","Central Basin and Range"
"2421",11567,2013,16,705,550.78125,1,1,1.28,NA,40.62238,-111.85705,10389588,"13","Central Basin and Range"
"2422",11568,2009,42,795,1432.43243243243,0.75,1,0.74,500,37.8762,-112.6571,14599279,"19","Wasatch and Uinta Mountains"
"2423",11571,1996,13,320,9175.62724014337,0.0625,1,0.558,250,41.1826,-111.4009,10089426,"19","Wasatch and Uinta Mountains"
"2424",11584,2003,25.6666666666667,356,1275.98566308244,1,1,0.279,250,38.58,-112.2935,3504347,"19","Wasatch and Uinta Mountains"
"2425",11604,2003,8,769,15824.3727598566,0.666666666666667,1,0.093,250,37.4075,-113.331667,10023018,"19","Wasatch and Uinta Mountains"
"2426",11604,2010,36,465,628.378378378378,1,1,0.74,500,37.4075,-113.331667,10023018,"19","Wasatch and Uinta Mountains"
"2427",11612,2010,36,736,1989.18918918919,0.5,1,0.74,500,37.2819,-113.3956,10023664,"19","Wasatch and Uinta Mountains"
"2428",11631,1998,14,381,65548.3870967742,0.0625,1,0.093,280,39.995,-110.5856,11968883,"20","Colorado Plateaus"
"2429",11632,1998,17,335,28817.2043010753,0.125,1,0.093,280,39.9272,-110.6747,11969017,"20","Colorado Plateaus"
"2430",11633,2010,29.5,737.5,6577.54398693996,0.155625,1,0.74,500,37.28685,-113.08859,10023702,"20","Colorado Plateaus"
"2431",11633,2011,27.5,782.5,1116.60231660232,0.9375,1,0.74,NA,37.28685,-113.08859,10023702,"20","Colorado Plateaus"
"2432",11633,2019,35,750.333333333333,6374.28857428857,0.1775,1,0.74,NA,37.28685,-113.08859,10023702,"20","Colorado Plateaus"
"2433",11634,2010,33,830,6532.25082243385,0.257825,1,0.74,500,37.30179,-113.06453,10023610,"20","Colorado Plateaus"
"2434",11634,2011,21.5,423.5,572.297297297297,1,1,0.74,NA,37.30179,-113.06453,10023610,"20","Colorado Plateaus"
"2435",11634,2019,33.5,796.5,3189.18918918919,0.375,1,0.74,NA,37.30179,-113.06453,10023610,"20","Colorado Plateaus"
"2436",11639,2005,6,639,1278,1,1,0.5,NA,41.74365,-111.7851,664424,"19","Wasatch and Uinta Mountains"
"2437",11640,2017,24,632,6832.43243243243,0.125,1,0.74,NA,41.705233,-111.85003,664526,"13","Central Basin and Range"
"2438",11644,1998,4,5,6.72043010752688,1,1,0.744,500,41.8,-111.625,664302,"19","Wasatch and Uinta Mountains"
"2439",11647,1998,5.5,17.25,23.1854838709677,1,1,0.744,500,41.7572,-111.7188,666212,"19","Wasatch and Uinta Mountains"
"2440",11647,1999,1,2,2.68817204301075,1,1,0.744,500,41.7572,-111.7188,666212,"19","Wasatch and Uinta Mountains"
"2441",11649,1999,3,14,18.8172043010753,1,1,0.744,500,41.6578,-111.6199,664700,"19","Wasatch and Uinta Mountains"
"2442",11653,1999,5,6,8.06451612903226,1,1,0.744,500,41.9611,-111.5342,664106,"19","Wasatch and Uinta Mountains"
"2443",11666,1999,1,41,55.1075268817204,1,1,0.744,500,41.519,-111.7545,666200,"19","Wasatch and Uinta Mountains"
"2444",11691,1996,26,425.5,9146.95340501792,0.09375,1,0.558,250,41.6786,-111.6046,664626,"19","Wasatch and Uinta Mountains"
"2445",11712,1996,20.5,589.5,16903.2258064516,0.0625,1,0.558,250,41.6752,-111.5629,664650,"19","Wasatch and Uinta Mountains"
"2446",11794,2010,39,792,4029.25278219396,0.265625,1,0.74,NA,40.581776,-111.63202,10389666,"19","Wasatch and Uinta Mountains"
"2447",11803,2010,28.6666666666667,768,53436.7314703521,0.1719,1,0.092903,NA,38.77653359,-111.8352929,3506065,"19","Wasatch and Uinta Mountains"
"2448",11804,2010,28.3333333333333,765,40147.0111597879,0.208333333333333,1,0.092903,NA,38.72671204,-111.8461245,3506587,"19","Wasatch and Uinta Mountains"
"2449",11805,2011,34,850,1148.64864864865,1,1,0.74,NA,37.37920127,-113.5290181,10023054,"19","Wasatch and Uinta Mountains"
"2450",11823,2014,40,614,4815.6862745098,0.125,1,1.02,NA,39.73779,-111.16065,3906471,"19","Wasatch and Uinta Mountains"
"2451",11843,2017,23,766,1440.08783407782,0.7188,1,0.74,NA,41.70905,-111.84777,664510,"13","Central Basin and Range"
"2452",11844,2017,17,730,7891.89189189189,0.125,1,0.74,NA,41.70705,-111.84723,664516,"13","Central Basin and Range"
"2453",11845,2017,16,704,7610.81081081081,0.125,1,0.74,NA,41.71052,-111.84641,664510,"13","Central Basin and Range"
"2454",11882,2015,27.3333333333333,662.333333333333,15185.1352418517,0.280025,1,0.415,NA,39.683401,-111.167527,3906525,"19","Wasatch and Uinta Mountains"
"2455",11882,2016,29.6666666666667,760.833333333333,24088.9801461611,0.265633333333333,1,0.415,NA,39.683401,-111.167527,3906525,"19","Wasatch and Uinta Mountains"
"2456",11882,2019,30,685.666666666667,19079.3855169888,0.4271,1,0.09,NA,39.683401,-111.167527,3906525,"19","Wasatch and Uinta Mountains"
"2457",11882,2020,32.6666666666667,691,10271.6049382716,0.770833333333333,1,0.09,NA,39.683401,-111.167527,3906525,"19","Wasatch and Uinta Mountains"
"2458",11884,2004,28,333,1193.54838709677,1,1,0.279,500,39.325,-111.2766,4876479,"19","Wasatch and Uinta Mountains"
"2459",11885,2004,38,654,2500.35842293907,0.9375,1,0.279,500,39.3783,-111.2723,4876399,"19","Wasatch and Uinta Mountains"
"2460",11905,1999,30,560,3010.75268817204,0.25,1,0.744,500,41.6598,-111.7757,664686,"19","Wasatch and Uinta Mountains"
"2461",11906,1999,35,523,4497.48553581134,0.1563,1,0.744,500,41.8778,-111.5607,664176,"19","Wasatch and Uinta Mountains"
"2462",11907,1999,25,515,4923.21693510149,0.1406,1,0.744,500,41.8336,-111.8872,4563424,"13","Central Basin and Range"
